customer_id,frequency,monetary_total,avg_order_value,first_purchase,last_purchase,category_diversity,recency_days,tenure_days,r_score,f_score,m_score,avg_days_between_orders,rfm_total_score
3256,2,33.55,16.77,2024-12-16 00:00:00,2025-05-01 00:00:00,2,424,136,1,1,1,136.0,3
2858,2,62.32,31.16,2025-04-26 00:00:00,2025-05-01 00:00:00,1,424,5,1,1,1,5.0,3
3458,3,191.36,63.79,2024-12-22 00:00:00,2025-05-01 00:00:00,3,424,130,1,2,2,65.0,5
3168,5,91.77,18.35,2025-01-12 00:00:00,2025-05-01 00:00:00,4,424,109,1,3,2,27.3,6
2878,5,218.02,43.6,2025-01-01 00:00:00,2025-05-01 00:00:00,4,424,120,1,3,3,30.0,7
2804,6,194.09,32.35,2024-06-17 00:00:00,2025-05-01 00:00:00,5,424,318,1,3,2,63.6,6
1348,1,239.87,239.87,2025-05-02 00:00:00,2025-05-02 00:00:00,1,423,0,1,1,3,,5
3141,3,162.28,54.09,2025-03-19 00:00:00,2025-05-02 00:00:00,3,423,44,1,2,2,22.0,5
2875,3,174.46,58.15,2025-02-13 00:00:00,2025-05-02 00:00:00,2,423,78,1,2,2,39.0,5
3119,6,197.27,32.88,2024-07-16 00:00:00,2025-05-02 00:00:00,4,423,290,1,3,2,58.0,6
1963,2,50.8,25.4,2025-02-24 00:00:00,2025-05-03 00:00:00,2,422,68,1,1,1,68.0,3
3575,2,121.39,60.7,2024-10-29 00:00:00,2025-05-03 00:00:00,2,422,186,1,2,2,186.0,5
3260,4,159.89,39.97,2024-04-19 00:00:00,2025-05-03 00:00:00,4,422,379,1,2,2,126.3,5
3146,4,318.59,79.65,2024-03-14 00:00:00,2025-05-03 00:00:00,3,422,415,1,3,3,138.3,7
2997,1,43.94,43.94,2025-05-04 00:00:00,2025-05-04 00:00:00,1,421,0,1,1,1,,3
3309,2,49.5,24.75,2025-04-17 00:00:00,2025-05-04 00:00:00,1,421,17,1,1,1,17.0,3
3829,2,80.83,40.42,2025-05-03 00:00:00,2025-05-04 00:00:00,2,421,1,1,1,1,1.0,3
2809,3,62.18,20.73,2024-12-25 00:00:00,2025-05-04 00:00:00,2,421,130,1,2,1,65.0,4
3534,3,189.12,63.04,2023-05-31 00:00:00,2025-05-04 00:00:00,3,421,704,1,2,2,352.0,5
3259,7,310.39,44.34,2025-02-25 00:00:00,2025-05-04 00:00:00,4,421,68,1,3,3,11.3,7
3334,2,43.18,21.59,2025-04-18 00:00:00,2025-05-05 00:00:00,2,420,17,1,1,1,17.0,3
3411,2,63.76,31.88,2023-11-06 00:00:00,2025-05-05 00:00:00,2,420,546,1,1,1,546.0,3
2936,4,161.38,40.34,2024-10-21 00:00:00,2025-05-05 00:00:00,3,420,196,1,2,2,65.3,5
3036,3,226.41,75.47,2024-12-10 00:00:00,2025-05-06 00:00:00,3,419,147,1,2,3,73.5,6
2995,4,151.21,37.8,2025-02-16 00:00:00,2025-05-06 00:00:00,3,419,79,1,2,2,26.3,5
2908,4,156.94,39.23,2025-02-21 00:00:00,2025-05-06 00:00:00,3,419,74,1,2,2,24.7,5
3184,8,498.71,62.34,2024-03-30 00:00:00,2025-05-06 00:00:00,5,419,402,1,4,4,57.4,9
3394,3,87.64,29.21,2025-01-22 00:00:00,2025-05-07 00:00:00,2,418,105,1,2,2,52.5,5
2999,4,185.36,46.34,2024-12-05 00:00:00,2025-05-07 00:00:00,4,418,153,1,2,2,51.0,5
2928,7,269.03,38.43,2023-11-16 00:00:00,2025-05-07 00:00:00,5,418,538,1,3,3,89.7,7
3220,5,156.46,31.29,2024-08-23 00:00:00,2025-05-08 00:00:00,4,417,258,1,3,2,64.5,6
3113,5,316.75,63.35,2024-07-01 00:00:00,2025-05-08 00:00:00,3,417,311,1,3,3,77.8,7
3033,7,332.93,47.56,2023-08-08 00:00:00,2025-05-08 00:00:00,3,417,639,1,3,3,106.5,7
3799,2,65.06,32.53,2025-02-05 00:00:00,2025-05-09 00:00:00,2,416,93,1,1,1,93.0,3
3913,2,88.81,44.41,2025-02-07 00:00:00,2025-05-09 00:00:00,2,416,91,2,1,2,91.0,5
3381,2,93.44,46.72,2024-11-07 00:00:00,2025-05-09 00:00:00,2,416,183,2,1,2,183.0,5
3170,6,242.58,40.43,2025-01-05 00:00:00,2025-05-09 00:00:00,4,416,124,2,3,3,24.8,8
3924,1,34.31,34.31,2025-05-10 00:00:00,2025-05-10 00:00:00,1,415,0,2,1,1,,4
3996,1,46.94,46.94,2025-05-10 00:00:00,2025-05-10 00:00:00,1,415,0,2,1,1,,4
3137,2,111.67,55.84,2025-03-29 00:00:00,2025-05-10 00:00:00,2,415,42,2,2,2,42.0,6
3118,3,85.83,28.61,2024-05-19 00:00:00,2025-05-10 00:00:00,3,415,356,2,2,2,178.0,6
3708,3,97.61,32.54,2023-12-03 00:00:00,2025-05-10 00:00:00,3,415,524,2,2,2,262.0,6
3471,3,143.41,47.8,2024-03-17 00:00:00,2025-05-10 00:00:00,2,415,419,2,2,2,209.5,6
3567,4,177.66,44.41,2025-01-14 00:00:00,2025-05-10 00:00:00,2,415,116,2,2,2,38.7,6
3510,7,262.33,37.48,2025-03-24 00:00:00,2025-05-10 00:00:00,5,415,47,2,3,3,7.8,8
3188,10,273.05,27.3,2024-11-15 00:00:00,2025-05-10 00:00:00,6,415,176,2,4,3,19.6,9
2925,4,246.1,61.52,2025-02-26 00:00:00,2025-05-11 00:00:00,3,414,74,2,2,3,24.7,7
2930,3,125.21,41.74,2024-08-14 00:00:00,2025-05-12 00:00:00,2,413,271,2,2,2,135.5,6
3328,5,278.05,55.61,2025-03-28 00:00:00,2025-05-12 00:00:00,3,413,45,2,3,3,11.3,8
3145,6,322.95,53.82,2025-03-27 00:00:00,2025-05-12 00:00:00,4,413,46,2,3,3,9.2,8
3680,1,52.77,52.77,2025-05-13 00:00:00,2025-05-13 00:00:00,1,412,0,2,1,1,,4
3669,1,10.32,10.32,2025-05-14 00:00:00,2025-05-14 00:00:00,1,411,0,2,1,1,,4
3844,1,38.27,38.27,2025-05-14 00:00:00,2025-05-14 00:00:00,1,411,0,2,1,1,,4
1916,2,52.87,26.44,2025-01-13 00:00:00,2025-05-14 00:00:00,1,411,121,2,1,1,121.0,4
3383,4,179.37,44.84,2024-07-14 00:00:00,2025-05-14 00:00:00,3,411,304,2,2,2,101.3,6
3070,3,135.07,45.02,2024-11-21 00:00:00,2025-05-15 00:00:00,2,410,175,2,2,2,87.5,6
2823,3,215.97,71.99,2024-08-23 00:00:00,2025-05-15 00:00:00,3,410,265,2,2,3,132.5,7
2232,6,297.76,49.63,2024-05-16 00:00:00,2025-05-15 00:00:00,4,410,364,2,3,3,72.8,8
3881,1,50.5,50.5,2025-05-16 00:00:00,2025-05-16 00:00:00,1,409,0,2,1,1,,4
3493,2,61.75,30.88,2024-11-05 00:00:00,2025-05-17 00:00:00,2,408,193,2,1,1,193.0,4
2805,5,184.04,36.81,2024-09-18 00:00:00,2025-05-17 00:00:00,4,408,241,2,3,2,60.3,7
3488,3,78.3,26.1,2025-03-18 00:00:00,2025-05-18 00:00:00,1,407,61,2,2,1,30.5,5
2609,7,366.05,52.29,2024-04-28 00:00:00,2025-05-18 00:00:00,3,407,385,2,3,3,64.2,8
3262,4,116.86,29.21,2025-01-30 00:00:00,2025-05-19 00:00:00,3,406,109,2,2,2,36.3,6
3134,5,289.68,57.94,2024-09-18 00:00:00,2025-05-19 00:00:00,5,406,243,2,3,3,60.8,8
3233,6,313.0,52.17,2024-04-06 00:00:00,2025-05-19 00:00:00,4,406,408,2,3,3,81.6,8
3269,1,70.71,70.71,2025-05-20 00:00:00,2025-05-20 00:00:00,1,405,0,2,1,1,,4
3580,7,357.49,51.07,2025-01-03 00:00:00,2025-05-20 00:00:00,5,405,137,2,3,3,22.8,8
3251,8,369.07,46.13,2023-11-29 00:00:00,2025-05-20 00:00:00,5,405,538,2,4,3,76.9,9
3310,2,150.33,75.16,2024-09-13 00:00:00,2025-05-21 00:00:00,1,404,250,2,2,2,250.0,6
3459,5,381.78,76.36,2024-07-09 00:00:00,2025-05-21 00:00:00,4,404,316,2,3,3,79.0,8
2801,8,453.39,56.67,2023-04-26 00:00:00,2025-05-21 00:00:00,5,404,756,2,4,3,108.0,9
3945,3,82.53,27.51,2025-02-27 00:00:00,2025-05-22 00:00:00,3,403,84,2,2,1,42.0,5
2882,3,218.21,72.74,2024-01-24 00:00:00,2025-05-22 00:00:00,3,403,484,2,2,3,242.0,7
2966,5,308.23,61.65,2024-08-04 00:00:00,2025-05-22 00:00:00,4,403,291,2,3,3,72.8,8
2088,7,281.86,40.27,2024-01-21 00:00:00,2025-05-22 00:00:00,3,403,487,2,3,3,81.2,8
2593,7,515.79,73.68,2024-02-13 00:00:00,2025-05-22 00:00:00,5,403,464,2,3,4,77.3,9
3478,2,152.24,76.12,2025-01-11 00:00:00,2025-05-23 00:00:00,2,402,132,2,2,2,132.0,6
2649,6,281.57,46.93,2024-05-04 00:00:00,2025-05-23 00:00:00,3,402,384,2,3,3,76.8,8
2082,9,535.76,59.53,2024-08-15 00:00:00,2025-05-23 00:00:00,5,402,281,2,4,4,35.1,10
3147,4,227.86,56.97,2024-11-21 00:00:00,2025-05-24 00:00:00,3,401,184,2,2,3,61.3,7
3601,1,30.91,30.91,2025-05-25 00:00:00,2025-05-25 00:00:00,1,400,0,2,1,1,,4
1945,2,120.82,60.41,2025-03-26 00:00:00,2025-05-25 00:00:00,2,400,60,2,2,2,60.0,6
3508,2,110.15,55.08,2024-09-08 00:00:00,2025-05-26 00:00:00,2,399,260,2,2,2,260.0,6
2992,7,315.1,45.01,2023-06-06 00:00:00,2025-05-26 00:00:00,4,399,720,2,3,3,120.0,8
2867,5,211.92,42.38,2024-08-24 00:00:00,2025-05-27 00:00:00,4,398,276,2,3,3,69.0,8
2348,7,466.12,66.59,2024-07-26 00:00:00,2025-05-27 00:00:00,4,398,305,2,3,4,50.8,9
3568,3,39.92,13.31,2024-12-19 00:00:00,2025-05-28 00:00:00,3,397,160,2,2,1,80.0,5
3673,1,47.1,47.1,2025-05-29 00:00:00,2025-05-29 00:00:00,1,396,0,2,1,1,,4
2848,2,108.26,54.13,2025-02-21 00:00:00,2025-05-29 00:00:00,2,396,97,2,2,2,97.0,6
3124,4,108.49,27.12,2023-11-17 00:00:00,2025-05-29 00:00:00,3,396,559,2,2,2,186.3,6
3179,12,440.83,36.74,2024-08-22 00:00:00,2025-05-29 00:00:00,6,396,280,2,4,3,25.5,9
2961,1,44.08,44.08,2025-05-30 00:00:00,2025-05-30 00:00:00,1,395,0,2,1,1,,4
3109,7,406.66,58.09,2024-11-03 00:00:00,2025-05-30 00:00:00,6,395,208,2,3,3,34.7,8
3271,8,202.61,25.33,2025-05-17 00:00:00,2025-05-30 00:00:00,7,395,13,2,3,2,1.9,7
3893,2,63.04,31.52,2025-03-08 00:00:00,2025-05-31 00:00:00,2,394,84,2,1,1,84.0,4
3111,2,66.76,33.38,2025-04-17 00:00:00,2025-05-31 00:00:00,2,394,44,2,1,1,44.0,4
2991,2,99.32,49.66,2025-03-13 00:00:00,2025-05-31 00:00:00,2,394,79,2,2,2,79.0,6
3240,4,139.43,34.86,2024-09-09 00:00:00,2025-05-31 00:00:00,3,394,264,2,2,2,88.0,6
2814,5,85.59,17.12,2025-05-17 00:00:00,2025-05-31 00:00:00,2,394,14,2,3,2,3.5,7
3572,6,331.41,55.24,2024-11-24 00:00:00,2025-05-31 00:00:00,3,394,188,2,3,3,37.6,8
2990,4,304.61,76.15,2025-04-09 00:00:00,2025-06-01 00:00:00,2,393,53,2,3,3,17.7,8
2975,7,303.58,43.37,2024-11-01 00:00:00,2025-06-01 00:00:00,5,393,212,2,3,3,35.3,8
1846,1,54.05,54.05,2025-06-02 00:00:00,2025-06-02 00:00:00,1,392,0,2,1,1,,4
3018,4,146.66,36.66,2025-03-18 00:00:00,2025-06-02 00:00:00,3,392,76,2,2,2,25.3,6
3285,4,272.63,68.16,2024-03-16 00:00:00,2025-06-02 00:00:00,3,392,443,2,3,3,147.7,8
2855,7,136.8,19.54,2024-09-05 00:00:00,2025-06-02 00:00:00,6,392,270,2,3,2,45.0,7
3529,7,242.06,34.58,2024-08-06 00:00:00,2025-06-02 00:00:00,3,392,300,2,3,3,50.0,8
3890,3,190.34,63.45,2025-01-29 00:00:00,2025-06-03 00:00:00,3,391,125,2,2,2,62.5,6
2866,5,342.0,68.4,2024-10-10 00:00:00,2025-06-03 00:00:00,3,391,236,2,3,3,59.0,8
2841,9,317.77,35.31,2025-02-26 00:00:00,2025-06-03 00:00:00,6,391,97,2,4,3,12.1,9
3907,1,19.8,19.8,2025-06-04 00:00:00,2025-06-04 00:00:00,1,390,0,2,1,1,,4
1371,2,568.11,284.06,2025-01-08 00:00:00,2025-06-04 00:00:00,1,390,147,2,2,4,147.0,8
3566,4,118.64,29.66,2024-06-18 00:00:00,2025-06-04 00:00:00,2,390,351,2,2,2,117.0,6
3154,7,459.43,65.63,2023-05-20 00:00:00,2025-06-04 00:00:00,5,390,746,2,3,4,124.3,9
3800,2,74.93,37.47,2025-05-29 00:00:00,2025-06-05 00:00:00,2,389,7,2,1,1,7.0,4
1578,4,136.88,34.22,2024-08-20 00:00:00,2025-06-05 00:00:00,3,389,289,2,2,2,96.3,6
2842,6,154.95,25.82,2024-08-15 00:00:00,2025-06-05 00:00:00,4,389,294,2,3,2,58.8,7
3398,5,301.2,60.24,2025-02-02 00:00:00,2025-06-06 00:00:00,2,388,124,2,3,3,31.0,8
1628,1,38.27,38.27,2025-06-07 00:00:00,2025-06-07 00:00:00,1,387,0,2,1,1,,4
3783,2,45.79,22.89,2024-08-15 00:00:00,2025-06-07 00:00:00,2,387,296,2,1,1,296.0,4
3163,3,198.29,66.1,2024-07-28 00:00:00,2025-06-07 00:00:00,3,387,314,2,2,2,157.0,6
1612,5,184.33,36.87,2024-01-22 00:00:00,2025-06-07 00:00:00,3,387,502,2,3,2,125.5,7
3253,3,58.46,19.49,2024-11-29 00:00:00,2025-06-08 00:00:00,3,386,191,2,2,1,95.5,5
3789,1,24.81,24.81,2025-06-09 00:00:00,2025-06-09 00:00:00,1,385,0,2,1,1,,4
3175,3,110.82,36.94,2025-04-07 00:00:00,2025-06-09 00:00:00,2,385,63,2,2,2,31.5,6
2826,6,288.27,48.04,2025-01-04 00:00:00,2025-06-09 00:00:00,4,385,156,2,3,3,31.2,8
1740,3,260.01,86.67,2024-03-29 00:00:00,2025-06-10 00:00:00,2,384,438,2,2,3,219.0,7
2943,4,192.84,48.21,2024-11-04 00:00:00,2025-06-10 00:00:00,4,384,218,2,2,2,72.7,6
2051,10,302.31,30.23,2023-12-27 00:00:00,2025-06-10 00:00:00,6,384,531,2,4,3,59.0,9
3839,1,17.54,17.54,2025-06-11 00:00:00,2025-06-11 00:00:00,1,383,0,2,1,1,,4
1537,1,61.1,61.1,2025-06-11 00:00:00,2025-06-11 00:00:00,1,383,0,2,1,1,,4
3460,2,60.96,30.48,2025-06-04 00:00:00,2025-06-11 00:00:00,2,383,7,2,1,1,7.0,4
3554,2,156.94,78.47,2025-01-20 00:00:00,2025-06-11 00:00:00,2,383,142,2,2,2,142.0,6
3451,3,191.18,63.73,2025-04-02 00:00:00,2025-06-11 00:00:00,3,383,70,2,2,2,35.0,6
3421,1,16.09,16.09,2025-06-12 00:00:00,2025-06-12 00:00:00,1,382,0,2,1,1,,4
1530,1,26.57,26.57,2025-06-12 00:00:00,2025-06-12 00:00:00,1,382,0,2,1,1,,4
3295,5,249.15,49.83,2025-02-15 00:00:00,2025-06-12 00:00:00,4,382,117,2,3,3,29.3,8
3048,6,291.55,48.59,2024-07-31 00:00:00,2025-06-12 00:00:00,4,382,316,2,3,3,63.2,8
3352,2,40.3,20.15,2024-02-28 00:00:00,2025-06-13 00:00:00,2,381,471,2,1,1,471.0,4
3009,2,57.09,28.55,2025-06-09 00:00:00,2025-06-13 00:00:00,2,381,4,2,1,1,4.0,4
1627,2,75.1,37.55,2024-08-05 00:00:00,2025-06-13 00:00:00,2,381,312,2,1,1,312.0,4
2923,4,216.16,54.04,2024-10-14 00:00:00,2025-06-13 00:00:00,3,381,242,2,2,3,80.7,7
3293,5,202.92,40.58,2024-05-27 00:00:00,2025-06-13 00:00:00,4,381,382,2,3,2,95.5,7
3418,7,120.47,17.21,2025-05-22 00:00:00,2025-06-13 00:00:00,6,381,22,2,3,2,3.7,7
2979,3,171.26,57.09,2024-12-31 00:00:00,2025-06-14 00:00:00,3,380,165,2,2,2,82.5,6
2892,4,101.3,25.32,2024-07-27 00:00:00,2025-06-14 00:00:00,3,380,322,2,2,2,107.3,6
3367,4,193.41,48.35,2025-01-08 00:00:00,2025-06-14 00:00:00,4,380,157,2,2,2,52.3,6
3506,2,82.53,41.27,2025-02-02 00:00:00,2025-06-15 00:00:00,2,379,133,2,1,1,133.0,4
1741,3,137.48,45.83,2024-07-06 00:00:00,2025-06-15 00:00:00,3,379,344,2,2,2,172.0,6
2004,6,182.24,30.37,2024-04-20 00:00:00,2025-06-15 00:00:00,4,379,421,2,3,2,84.2,7
3579,6,233.28,38.88,2024-05-28 00:00:00,2025-06-15 00:00:00,5,379,383,2,3,3,76.6,8
3265,1,24.12,24.12,2025-06-16 00:00:00,2025-06-16 00:00:00,1,378,0,2,1,1,,4
3721,1,31.2,31.2,2025-06-16 00:00:00,2025-06-16 00:00:00,1,378,0,2,1,1,,4
3341,3,117.33,39.11,2024-12-21 00:00:00,2025-06-16 00:00:00,3,378,177,2,2,2,88.5,6
3465,5,96.17,19.23,2024-12-19 00:00:00,2025-06-16 00:00:00,4,378,179,2,3,2,44.8,7
3906,1,42.78,42.78,2025-06-17 00:00:00,2025-06-17 00:00:00,1,377,0,2,1,1,,4
3602,1,50.09,50.09,2025-06-17 00:00:00,2025-06-17 00:00:00,1,377,0,2,1,1,,4
3206,2,100.2,50.1,2025-03-04 00:00:00,2025-06-17 00:00:00,2,377,105,2,2,2,105.0,6
3786,2,106.41,53.2,2023-12-10 00:00:00,2025-06-17 00:00:00,2,377,555,2,2,2,555.0,6
3280,1,12.95,12.95,2025-06-18 00:00:00,2025-06-18 00:00:00,1,376,0,2,1,1,,4
3427,1,39.05,39.05,2025-06-18 00:00:00,2025-06-18 00:00:00,1,376,0,2,1,1,,4
3064,4,109.07,27.27,2025-03-27 00:00:00,2025-06-18 00:00:00,4,376,83,2,2,2,27.7,6
3422,5,187.68,37.54,2024-09-13 00:00:00,2025-06-18 00:00:00,4,376,278,2,3,2,69.5,7
3229,9,347.52,38.61,2025-05-30 00:00:00,2025-06-18 00:00:00,4,376,19,2,4,3,2.4,9
3520,3,82.38,27.46,2025-02-07 00:00:00,2025-06-19 00:00:00,2,375,132,2,2,1,66.0,5
3299,3,130.52,43.51,2025-04-30 00:00:00,2025-06-19 00:00:00,2,375,50,2,2,2,25.0,6
3104,3,187.99,62.66,2024-12-28 00:00:00,2025-06-19 00:00:00,2,375,173,2,2,2,86.5,6
3350,6,85.94,14.32,2024-12-08 00:00:00,2025-06-19 00:00:00,4,375,193,2,3,2,38.6,7
3599,7,133.8,19.11,2024-05-09 00:00:00,2025-06-19 00:00:00,5,375,406,2,3,2,67.7,7
3781,1,58.07,58.07,2025-06-20 00:00:00,2025-06-20 00:00:00,1,374,0,2,1,1,,4
2828,3,195.8,65.27,2024-12-24 00:00:00,2025-06-20 00:00:00,3,374,178,2,2,2,89.0,6
2868,5,212.22,42.44,2024-02-12 00:00:00,2025-06-20 00:00:00,3,374,494,2,3,3,123.5,8
3112,6,131.07,21.84,2024-10-03 00:00:00,2025-06-20 00:00:00,4,374,260,2,3,2,52.0,7
3267,6,259.78,43.3,2023-12-09 00:00:00,2025-06-20 00:00:00,4,374,559,2,3,3,111.8,8
3863,1,52.06,52.06,2025-06-21 00:00:00,2025-06-21 00:00:00,1,373,0,2,1,1,,4
2382,7,433.95,61.99,2024-12-13 00:00:00,2025-06-21 00:00:00,5,373,190,2,3,3,31.7,8
1517,1,34.78,34.78,2025-06-22 00:00:00,2025-06-22 00:00:00,1,372,0,2,1,1,,4
3348,2,37.84,18.92,2025-05-06 00:00:00,2025-06-22 00:00:00,2,372,47,2,1,1,47.0,4
3079,2,91.1,45.55,2024-06-03 00:00:00,2025-06-22 00:00:00,2,372,384,2,1,2,384.0,5
2968,3,70.92,23.64,2025-05-02 00:00:00,2025-06-22 00:00:00,2,372,51,2,2,1,25.5,5
3481,4,128.92,32.23,2025-03-31 00:00:00,2025-06-22 00:00:00,3,372,83,2,2,2,27.7,6
2984,4,216.8,54.2,2024-10-25 00:00:00,2025-06-22 00:00:00,2,372,240,2,2,3,80.0,7
3198,1,22.79,22.79,2025-06-23 00:00:00,2025-06-23 00:00:00,1,371,0,2,1,1,,4
3877,1,34.44,34.44,2025-06-23 00:00:00,2025-06-23 00:00:00,1,371,0,2,1,1,,4
1979,2,101.28,50.64,2024-06-28 00:00:00,2025-06-23 00:00:00,2,371,360,2,2,2,360.0,6
1466,3,175.59,58.53,2024-08-05 00:00:00,2025-06-23 00:00:00,3,371,322,2,2,2,161.0,6
3530,6,211.65,35.27,2023-09-21 00:00:00,2025-06-23 00:00:00,4,371,641,2,3,3,128.2,8
3097,1,36.56,36.56,2025-06-25 00:00:00,2025-06-25 00:00:00,1,369,0,2,1,1,,4
3998,2,65.84,32.92,2024-06-16 00:00:00,2025-06-25 00:00:00,2,369,374,2,1,1,374.0,4
3705,2,105.09,52.55,2025-02-11 00:00:00,2025-06-25 00:00:00,2,369,134,2,2,2,134.0,6
3461,6,55.4,9.23,2024-04-09 00:00:00,2025-06-25 00:00:00,4,369,442,2,3,1,88.4,6
3521,3,147.74,49.25,2025-05-28 00:00:00,2025-06-26 00:00:00,3,368,29,2,2,2,14.5,6
2743,4,257.3,64.33,2024-05-07 00:00:00,2025-06-26 00:00:00,3,368,415,2,2,3,138.3,7
3114,4,291.39,72.85,2024-12-04 00:00:00,2025-06-26 00:00:00,4,368,204,2,3,3,68.0,8
3007,6,232.34,38.72,2023-05-20 00:00:00,2025-06-26 00:00:00,3,368,768,2,3,3,153.6,8
3516,8,358.66,44.83,2025-06-12 00:00:00,2025-06-26 00:00:00,5,368,14,2,4,3,2.0,9
3531,2,95.01,47.5,2025-06-10 00:00:00,2025-06-27 00:00:00,1,367,17,2,1,2,17.0,5
3509,4,104.18,26.04,2024-03-04 00:00:00,2025-06-27 00:00:00,4,367,480,2,2,2,160.0,6
3331,4,257.32,64.33,2025-01-10 00:00:00,2025-06-27 00:00:00,4,367,168,2,2,3,56.0,7
3120,4,262.41,65.6,2024-08-02 00:00:00,2025-06-27 00:00:00,3,367,329,2,3,3,109.7,8
2824,5,193.38,38.68,2023-08-12 00:00:00,2025-06-27 00:00:00,4,367,685,2,3,2,171.3,7
2885,9,525.75,58.42,2025-03-16 00:00:00,2025-06-27 00:00:00,4,367,103,2,4,4,12.9,10
3320,3,80.42,26.81,2025-01-23 00:00:00,2025-06-28 00:00:00,3,366,156,2,2,1,78.0,5
3541,6,226.95,37.82,2024-05-02 00:00:00,2025-06-28 00:00:00,4,366,422,2,3,3,84.4,8
3017,2,98.86,49.43,2023-12-02 00:00:00,2025-06-29 00:00:00,2,365,575,2,2,2,575.0,6
3417,3,111.12,37.04,2025-02-27 00:00:00,2025-06-29 00:00:00,3,365,122,2,2,2,61.0,6
3370,4,145.39,36.35,2024-09-16 00:00:00,2025-06-29 00:00:00,4,365,286,2,2,2,95.3,6
3812,1,25.97,25.97,2025-06-30 00:00:00,2025-06-30 00:00:00,1,364,0,2,1,1,,4
2361,7,312.53,44.65,2024-10-06 00:00:00,2025-06-30 00:00:00,3,364,267,2,3,3,44.5,8
3438,1,48.12,48.12,2025-07-01 00:00:00,2025-07-01 00:00:00,1,363,0,2,1,1,,4
3246,2,122.56,61.28,2025-04-03 00:00:00,2025-07-01 00:00:00,2,363,89,2,2,2,89.0,6
2406,3,80.97,26.99,2024-09-08 00:00:00,2025-07-02 00:00:00,2,362,297,2,2,1,148.5,5
3122,3,135.21,45.07,2024-01-27 00:00:00,2025-07-02 00:00:00,2,362,522,2,2,2,261.0,6
3205,5,374.1,74.82,2024-09-20 00:00:00,2025-07-02 00:00:00,4,362,285,2,3,3,71.3,8
3815,1,60.4,60.4,2025-07-03 00:00:00,2025-07-03 00:00:00,1,361,0,2,1,1,,4
3437,5,242.5,48.5,2023-12-10 00:00:00,2025-07-03 00:00:00,3,361,571,2,3,3,142.8,8
3026,10,553.46,55.35,2024-12-20 00:00:00,2025-07-03 00:00:00,7,361,195,2,4,4,21.7,10
3811,1,25.7,25.7,2025-07-04 00:00:00,2025-07-04 00:00:00,1,360,0,2,1,1,,4
1751,1,57.29,57.29,2025-07-04 00:00:00,2025-07-04 00:00:00,1,360,0,2,1,1,,4
3897,2,80.33,40.17,2024-11-16 00:00:00,2025-07-05 00:00:00,1,359,231,2,1,1,231.0,4
3692,2,74.89,37.45,2025-04-26 00:00:00,2025-07-06 00:00:00,1,358,71,2,1,1,71.0,4
3536,5,252.44,50.49,2024-06-08 00:00:00,2025-07-06 00:00:00,4,358,393,2,3,3,98.3,8
3838,1,5.0,5.0,2025-07-07 00:00:00,2025-07-07 00:00:00,1,357,0,2,1,1,,4
1624,1,59.11,59.11,2025-07-07 00:00:00,2025-07-07 00:00:00,1,357,0,2,1,1,,4
3513,2,69.93,34.97,2025-01-07 00:00:00,2025-07-07 00:00:00,1,357,181,2,1,1,181.0,4
3329,3,270.17,90.06,2024-10-11 00:00:00,2025-07-07 00:00:00,2,357,269,2,2,3,134.5,7
1129,5,1736.38,347.28,2024-03-19 00:00:00,2025-07-07 00:00:00,3,357,475,2,3,5,118.8,10
3849,1,47.6,47.6,2025-07-08 00:00:00,2025-07-08 00:00:00,1,356,0,2,1,1,,4
3217,1,48.51,48.51,2025-07-08 00:00:00,2025-07-08 00:00:00,1,356,0,2,1,1,,4
3286,2,97.68,48.84,2024-08-11 00:00:00,2025-07-08 00:00:00,2,356,331,2,2,2,331.0,6
3062,2,170.59,85.3,2025-03-05 00:00:00,2025-07-08 00:00:00,2,356,125,2,2,2,125.0,6
2465,6,410.19,68.36,2024-03-09 00:00:00,2025-07-08 00:00:00,5,356,486,2,3,3,97.2,8
1467,7,494.31,70.62,2024-06-08 00:00:00,2025-07-08 00:00:00,5,356,395,2,3,4,65.8,9
2599,10,615.04,61.5,2024-08-22 00:00:00,2025-07-08 00:00:00,5,356,320,2,4,4,35.6,10
3130,5,220.77,44.15,2023-09-07 00:00:00,2025-07-09 00:00:00,4,355,671,2,3,3,167.8,8
3213,5,320.75,64.15,2024-08-14 00:00:00,2025-07-09 00:00:00,4,355,329,2,3,3,82.3,8
3014,6,205.96,34.33,2025-01-18 00:00:00,2025-07-09 00:00:00,3,355,172,2,3,2,34.4,7
1144,6,961.5,160.25,2024-12-08 00:00:00,2025-07-09 00:00:00,4,355,213,2,3,5,42.6,10
2149,2,117.26,58.63,2025-05-15 00:00:00,2025-07-10 00:00:00,1,354,56,2,2,2,56.0,6
3245,3,31.23,10.41,2024-12-19 00:00:00,2025-07-10 00:00:00,3,354,203,2,2,1,101.5,5
3584,3,73.92,24.64,2025-05-28 00:00:00,2025-07-10 00:00:00,2,354,43,2,2,1,21.5,5
3618,5,139.89,27.98,2024-11-16 00:00:00,2025-07-10 00:00:00,3,354,236,2,3,2,59.0,7
3581,6,396.16,66.03,2024-12-13 00:00:00,2025-07-10 00:00:00,2,354,209,2,3,3,41.8,8
1403,1,7.32,7.32,2025-07-11 00:00:00,2025-07-11 00:00:00,1,353,0,2,1,1,,4
3473,1,51.16,51.16,2025-07-11 00:00:00,2025-07-11 00:00:00,1,353,0,2,1,1,,4
